id,config_id,updated_at,trading_date,cashflow,total_assets,positions
46c6a0a1-870f-4b49-a892-e089fdcc15e2,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 05:01:11.351437+00,2025-05-06 00:00:00+00,23806.26,94139.07,"{""KO"": {""value"": 18790.64, ""shares"": 262}, ""AXP"": {""value"": 18725.16, ""shares"": 68}, ""BAC"": {""value"": 14130.64, ""shares"": 346}, ""CVX"": {""value"": 9356.4, ""shares"": 69}, ""AAPL"": {""value"": 9329.97, ""shares"": 47}}"
b43fbd81-4405-4b14-bfdf-d7e46c43ea50,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 05:00:10.597456+00,2025-05-02 00:00:00+00,30431.39,97118.18,"{""KO"": {""value"": 4800.55, ""shares"": 67}, ""AXP"": {""value"": 14119.35, ""shares"": 51}, ""BAC"": {""value"": 14456.64, ""shares"": 352}, ""CVX"": {""value"": 9695.0, ""shares"": 70}, ""AAPL"": {""value"": 23615.25, ""shares"": 115}}"
e95d2935-0d1a-4f2d-b811-02d2ef12f656,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:59:14.6651+00,2025-05-05 00:00:00+00,28751.39,94458.41,"{""KO"": {""value"": 18857.1, ""shares"": 263}, ""AXP"": {""value"": 18628.01, ""shares"": 67}, ""BAC"": {""value"": 18874.08, ""shares"": 459}, ""CVX"": {""value"": 0.0, ""shares"": 0}, ""AAPL"": {""value"": 9347.83, ""shares"": 47}}"
8f7790be-0128-4c03-9e0a-bc97cf4a9a92,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:58:21.683398+00,2025-05-01 00:00:00+00,10020.56,96433.94,"{""KO"": {""value"": 29015.03, ""shares"": 407}, ""AXP"": {""value"": 19066.34, ""shares"": 71}, ""BAC"": {""value"": 14501.37, ""shares"": 361}, ""CVX"": {""value"": 9538.2, ""shares"": 70}, ""AAPL"": {""value"": 14292.44, ""shares"": 67}}"
d70d34e1-1f27-4542-a690-893a7b6fdd31,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:57:22.713051+00,2025-05-02 00:00:00+00,53716.15,94765.88,"{""KO"": {""value"": 4657.25, ""shares"": 65}, ""AXP"": {""value"": 9136.05, ""shares"": 33}, ""BAC"": {""value"": 14128.08, ""shares"": 344}, ""CVX"": {""value"": 4709.0, ""shares"": 34}, ""AAPL"": {""value"": 8419.35, ""shares"": 41}}"
4d0c7a84-d83a-4cff-b190-dd809bec71d2,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:56:30.889414+00,2025-04-30 00:00:00+00,102.13,96547.02,"{""KO"": {""value"": 28947.45, ""shares"": 399}, ""AXP"": {""value"": 28772.28, ""shares"": 108}, ""BAC"": {""value"": 9650.96, ""shares"": 242}, ""CVX"": {""value"": 9524.2, ""shares"": 70}, ""AAPL"": {""value"": 19550.0, ""shares"": 92}}"
90808aa4-3f99-4fee-ba5b-68ba8c3f314c,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:55:31.404902+00,2025-05-01 00:00:00+00,34324.03,94421.41,"{""KO"": {""value"": 28444.71, ""shares"": 399}, ""AXP"": {""value"": 9398.9, ""shares"": 35}, ""BAC"": {""value"": 8234.85, ""shares"": 205}, ""CVX"": {""value"": 4632.84, ""shares"": 34}, ""AAPL"": {""value"": 9386.08, ""shares"": 44}}"
a58d7fa2-6081-4f53-8c60-f0f39fc92103,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:54:49.969324+00,2025-04-29 00:00:00+00,5268.34,96721.76,"{""KO"": {""value"": 24164.9, ""shares"": 334}, ""AXP"": {""value"": 28838.16, ""shares"": 108}, ""BAC"": {""value"": 14476.38, ""shares"": 362}, ""CVX"": {""value"": 9611.7, ""shares"": 69}, ""AAPL"": {""value"": 14362.28, ""shares"": 68}}"
87343b0c-5c87-4f2a-8402-838ce3669e5f,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:54:03.409957+00,2025-04-30 00:00:00+00,22427.48,94760.77,"{""KO"": {""value"": 33227.9, ""shares"": 458}, ""AXP"": {""value"": 18915.11, ""shares"": 71}, ""BAC"": {""value"": 5942.12, ""shares"": 149}, ""CVX"": {""value"": 4898.16, ""shares"": 36}, ""AAPL"": {""value"": 9350.0, ""shares"": 44}}"
83bbe592-aada-4b1d-a98d-4504e3c8ac0e,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:52:42.52682+00,2025-04-28 00:00:00+00,19888.02,96315.87,"{""KO"": {""value"": 14429.79, ""shares"": 201}, ""AXP"": {""value"": 28614.6, ""shares"": 108}, ""BAC"": {""value"": 14400.36, ""shares"": 362}, ""CVX"": {""value"": 9526.8, ""shares"": 68}, ""AAPL"": {""value"": 9456.3, ""shares"": 45}}"
049fe62d-182a-45b7-8451-c45117d31020,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:52:17.909685+00,2025-04-29 00:00:00+00,37725.63,95015.66,"{""KO"": {""value"": -144.7, ""shares"": -2}, ""AXP"": {""value"": 33110.48, ""shares"": 124}, ""BAC"": {""value"": 5558.61, ""shares"": 139}, ""CVX"": {""value"": 9472.4, ""shares"": 68}, ""AAPL"": {""value"": 9293.24, ""shares"": 44}}"
1dc3cb04-c9a7-46de-9f2d-55350b39ecd2,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:50:59.403143+00,2025-04-25 00:00:00+00,9734.96,96138.24,"{""KO"": {""value"": 24017.94, ""shares"": 334}, ""AXP"": {""value"": 28864.29, ""shares"": 109}, ""BAC"": {""value"": 9604.98, ""shares"": 242}, ""CVX"": {""value"": 14289.19, ""shares"": 103}, ""AAPL"": {""value"": 9626.88, ""shares"": 46}}"
2f385e42-3249-4417-8aee-e36af83a455f,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:49:01.803855+00,2025-04-24 00:00:00+00,15388.79,96469.80,"{""KO"": {""value"": 19217.8, ""shares"": 265}, ""AXP"": {""value"": 23791.48, ""shares"": 89}, ""BAC"": {""value"": 9578.36, ""shares"": 242}, ""CVX"": {""value"": 14324.21, ""shares"": 103}, ""AAPL"": {""value"": 14169.16, ""shares"": 68}}"
eb65ad53-82bb-4b7a-ae72-f89ba10252a7,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:47:05.958551+00,2025-04-23 00:00:00+00,9920.96,95080.98,"{""KO"": {""value"": 14293.5, ""shares"": 195}, ""AXP"": {""value"": 23412.6, ""shares"": 90}, ""BAC"": {""value"": 14260.0, ""shares"": 368}, ""CVX"": {""value"": 23782.32, ""shares"": 174}, ""AAPL"": {""value"": 9411.6, ""shares"": 46}}"
eb6ccf72-eda6-4681-bb34-b5f1f855ff9a,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:45:42.718355+00,2025-04-28 00:00:00+00,37854.57,94864.75,"{""KO"": {""value"": -71.79, ""shares"": -1}, ""AXP"": {""value"": 23580.55, ""shares"": 89}, ""BAC"": {""value"": 5131.62, ""shares"": 129}, ""CVX"": {""value"": 18913.5, ""shares"": 135}, ""AAPL"": {""value"": 9456.3, ""shares"": 45}}"
388bdea2-8b7b-4c0b-a542-d19cf1e6e728,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:43:49.307429+00,2025-04-25 00:00:00+00,42791.57,94700.30,"{""KO"": {""value"": 9420.21, ""shares"": 131}, ""AXP"": {""value"": 18801.51, ""shares"": 71}, ""BAC"": {""value"": 4723.11, ""shares"": 119}, ""CVX"": {""value"": 14150.46, ""shares"": 102}, ""AAPL"": {""value"": 4813.44, ""shares"": 23}}"
ed11a380-a6ad-4c4e-814c-63106e26a77e,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:41:01.584167+00,2025-04-22 00:00:00+00,10496.65,94411.19,"{""KO"": {""value"": 23426.3, ""shares"": 317}, ""AXP"": {""value"": 18426.66, ""shares"": 73}, ""BAC"": {""value"": 14063.44, ""shares"": 367}, ""CVX"": {""value"": 18810.1, ""shares"": 137}, ""AAPL"": {""value"": 9188.04, ""shares"": 46}}"
357a7214-f347-42ab-8d4d-b621039e697c,bc72086a-0e32-452a-8eae-a520fd94a5b1,2025-05-25 04:39:22.723188+00,2025-04-21 00:00:00+00,41724.83,92868.99,"{""KO"": {""value"": 13971.84, ""shares"": 192}, ""AXP"": {""value"": 18673.27, ""shares"": 77}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": 9227.37, ""shares"": 69}, ""AAPL"": {""value"": 9271.68, ""shares"": 48}}"
344cda14-2383-48c0-afbc-70a3a05948cb,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:27:16.886458+00,2025-04-24 00:00:00+00,24365.83,95035.75,"{""KO"": {""value"": 19000.24, ""shares"": 262}, ""AXP"": {""value"": 18712.4, ""shares"": 70}, ""BAC"": {""value"": 9459.62, ""shares"": 239}, ""CVX"": {""value"": 18913.52, ""shares"": 136}, ""AAPL"": {""value"": 4584.14, ""shares"": 22}}"
e8111ca2-e245-462e-8936-a111f909c119,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:25:21.470971+00,2025-04-23 00:00:00+00,28620.56,94183.73,"{""KO"": {""value"": 18838.1, ""shares"": 257}, ""AXP"": {""value"": 18730.08, ""shares"": 72}, ""BAC"": {""value"": 9493.75, ""shares"": 245}, ""CVX"": {""value"": 9294.24, ""shares"": 68}, ""AAPL"": {""value"": 9207.0, ""shares"": 45}}"
b74ff106-af6d-4fea-bbc1-18fed1570e28,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:11:09.724642+00,2025-04-22 00:00:00+00,28405.71,94109.35,"{""KO"": {""value"": 23352.4, ""shares"": 316}, ""AXP"": {""value"": 4543.56, ""shares"": 18}, ""BAC"": {""value"": 9273.44, ""shares"": 242}, ""CVX"": {""value"": 23341.0, ""shares"": 170}, ""AAPL"": {""value"": 5193.24, ""shares"": 26}}"
28826f15-d98d-460c-b7cc-bd4476706f94,92324c1c-498e-438a-939a-58e240ac1398,2025-05-25 04:03:45.699436+00,2025-04-21 00:00:00+00,32402.81,92393.72,"{""KO"": {""value"": 18483.58, ""shares"": 254}, ""AXP"": {""value"": 9215.38, ""shares"": 38}, ""BAC"": {""value"": 13881.92, ""shares"": 376}, ""CVX"": {""value"": 13774.19, ""shares"": 103}, ""AAPL"": {""value"": 4635.84, ""shares"": 24}}"
acded534-e4de-49b2-a40e-17433c668f34,f490d069-a144-4eaf-9bea-8cb3e567a036,2025-05-25 03:55:57.553759+00,2025-05-23 00:00:00+00,18854.10,95124.75,"{""KO"": {""value"": 14425.77, ""shares"": 201}, ""AXP"": {""value"": 14261.0, ""shares"": 50}, ""BAC"": {""value"": 19051.2, ""shares"": 441}, ""CVX"": {""value"": 14473.24, ""shares"": 106}, ""AAPL"": {""value"": 14059.44, ""shares"": 72}}"
d15f9ab2-4276-43f2-adbd-42cae9a72b91,f490d069-a144-4eaf-9bea-8cb3e567a036,2025-05-25 03:52:07.617947+00,2025-05-22 00:00:00+00,4878.32,95546.65,"{""KO"": {""value"": 14299.14, ""shares"": 201}, ""AXP"": {""value"": 28430.82, ""shares"": 99}, ""BAC"": {""value"": 19099.71, ""shares"": 441}, ""CVX"": {""value"": 14340.74, ""shares"": 106}, ""AAPL"": {""value"": 14497.92, ""shares"": 72}}"
e668157b-2899-49e9-8687-e68673e2e994,f490d069-a144-4eaf-9bea-8cb3e567a036,2025-05-25 03:49:57.271587+00,2025-05-21 00:00:00+00,14212.47,95669.21,"{""KO"": {""value"": 14657.4, ""shares"": 204}, ""AXP"": {""value"": 18590.0, ""shares"": 65}, ""BAC"": {""value"": 19289.5, ""shares"": 446}, ""CVX"": {""value"": 14369.36, ""shares"": 106}, ""AAPL"": {""value"": 14550.48, ""shares"": 72}}"
ed535f8c-57d9-4b0d-9e55-5ffcedd5fafc,f490d069-a144-4eaf-9bea-8cb3e567a036,2025-05-25 03:46:47.189258+00,2025-05-20 00:00:00+00,9987.68,97500.92,"{""KO"": {""value"": 14624.76, ""shares"": 204}, ""AXP"": {""value"": 19251.05, ""shares"": 65}, ""BAC"": {""value"": 19529.53, ""shares"": 437}, ""CVX"": {""value"": 20041.42, ""shares"": 146}, ""AAPL"": {""value"": 14066.48, ""shares"": 68}}"
aa497a7d-48bd-4bfd-a740-af9152277a37,89bbf7f6-aecb-4045-8e13-ad876f5bc4ea,2025-05-24 13:04:56.762394+00,2025-05-23 00:00:00+00,20167.22,96623.03,"{""KO"": {""value"": 4808.59, ""shares"": 67}, ""AXP"": {""value"": 4563.52, ""shares"": 16}, ""BAC"": {""value"": 28900.8, ""shares"": 669}, ""CVX"": {""value"": 28809.94, ""shares"": 211}, ""AAPL"": {""value"": 9372.96, ""shares"": 48}}"
213c3a36-7032-4171-9471-20172cb63b1e,89bbf7f6-aecb-4045-8e13-ad876f5bc4ea,2025-05-24 13:01:00.401706+00,2025-05-22 00:00:00+00,19758.99,96515.50,"{""KO"": {""value"": 9603.9, ""shares"": 135}, ""AXP"": {""value"": 4594.88, ""shares"": 16}, ""BAC"": {""value"": 28974.39, ""shares"": 669}, ""CVX"": {""value"": 28952.06, ""shares"": 214}, ""AAPL"": {""value"": 4631.28, ""shares"": 23}}"
3ed6c806-1cfe-4e7e-b47f-d3f0a251521a,53e65789-4850-45fb-926a-875a9b2d6782,2025-05-24 12:54:20.60793+00,2025-05-23 00:00:00+00,67169.72,102948.43,"{""KO"": {""value"": 5095.67, ""shares"": 71}, ""AXP"": {""value"": 10267.92, ""shares"": 36}, ""BAC"": {""value"": 5097.6, ""shares"": 118}, ""CVX"": {""value"": 10240.5, ""shares"": 75}, ""AAPL"": {""value"": 5077.02, ""shares"": 26}}"
94104d9f-b363-4835-9d05-b2a042cef145,53e65789-4850-45fb-926a-875a9b2d6782,2025-05-24 12:50:40.823558+00,2025-05-22 00:00:00+00,60179.78,102999.68,"{""KO"": {""value"": 5122.08, ""shares"": 72}, ""AXP"": {""value"": 10051.3, ""shares"": 35}, ""BAC"": {""value"": 7189.46, ""shares"": 166}, ""CVX"": {""value"": 15423.06, ""shares"": 114}, ""AAPL"": {""value"": 5034.0, ""shares"": 25}}"
da136443-2e31-48e9-bc19-bf88557c3a47,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:47:49.952433+00,2025-05-23 00:00:00+00,68658.70,97654.90,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 14546.22, ""shares"": 51}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": 0.0, ""shares"": 0}, ""AAPL"": {""value"": 14449.98, ""shares"": 74}}"
bed35d51-332a-43e2-bd28-675a058365a9,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:45:39.492427+00,2025-05-22 00:00:00+00,82908.58,97519.90,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 0.0, ""shares"": 0}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": 14611.32, ""shares"": 108}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
8ef1ac37-8fd4-41ff-b27b-5992bd6b2025,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:19:17.842565+00,2025-05-21 00:00:00+00,82908.58,97549.06,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 0.0, ""shares"": 0}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": 14640.48, ""shares"": 108}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
c8ff3d2c-d1aa-452f-8a5b-d8ef1c56a6fd,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:16:46.807314+00,2025-05-20 00:00:00+00,78866.14,98038.30,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 4738.72, ""shares"": 16}, ""BAC"": {""value"": 4871.21, ""shares"": 109}, ""CVX"": {""value"": 4804.45, ""shares"": 35}, ""AAPL"": {""value"": 4757.78, ""shares"": 23}}"
36e50a77-288f-4405-bd03-b26a0c2584e9,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:14:31.782466+00,2025-05-19 00:00:00+00,54549.62,98350.47,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 14665.7, ""shares"": 49}, ""BAC"": {""value"": 14729.33, ""shares"": 329}, ""CVX"": {""value"": 0.0, ""shares"": 0}, ""AAPL"": {""value"": 14405.82, ""shares"": 69}}"
442ee815-6076-4986-b035-e0edf5f174e7,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:13:16.056674+00,2025-05-16 00:00:00+00,30170.61,98644.14,"{""KO"": {""value"": 14760.0, ""shares"": 205}, ""AXP"": {""value"": 14686.28, ""shares"": 49}, ""BAC"": {""value"": 19618.91, ""shares"": 439}, ""CVX"": {""value"": 4831.4, ""shares"": 34}, ""AAPL"": {""value"": 14576.94, ""shares"": 69}}"
f86ca307-3cd2-4f67-a147-82373d24850b,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:11:09.920097+00,2025-05-15 00:00:00+00,35093.37,98417.02,"{""KO"": {""value"": 19621.14, ""shares"": 274}, ""AXP"": {""value"": 4792.8, ""shares"": 16}, ""BAC"": {""value"": 19482.82, ""shares"": 439}, ""CVX"": {""value"": 4836.84, ""shares"": 34}, ""AAPL"": {""value"": 14590.05, ""shares"": 69}}"
42592073-cff8-4165-887d-8e2980c87b96,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:09:56.92795+00,2025-05-14 00:00:00+00,40116.21,98470.62,"{""KO"": {""value"": 4841.2, ""shares"": 70}, ""AXP"": {""value"": 14404.8, ""shares"": 48}, ""BAC"": {""value"": 19640.86, ""shares"": 439}, ""CVX"": {""value"": 4816.78, ""shares"": 34}, ""AAPL"": {""value"": 14650.77, ""shares"": 69}}"
d5277df9-651e-4112-b5e1-252fa61f6a40,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:08:52.732642+00,2025-05-13 00:00:00+00,35015.85,98372.36,"{""KO"": {""value"": 4827.2, ""shares"": 70}, ""AXP"": {""value"": 14510.4, ""shares"": 48}, ""BAC"": {""value"": 24486.84, ""shares"": 553}, ""CVX"": {""value"": 4839.9, ""shares"": 34}, ""AAPL"": {""value"": 14692.17, ""shares"": 69}}"
470bf4fd-f393-440c-b2d5-cc03288e3c4c,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:07:52.190447+00,2025-05-12 00:00:00+00,43808.89,97710.86,"{""KO"": {""value"": 4867.1, ""shares"": 70}, ""AXP"": {""value"": 10163.28, ""shares"": 34}, ""BAC"": {""value"": 19512.0, ""shares"": 450}, ""CVX"": {""value"": 4815.08, ""shares"": 34}, ""AAPL"": {""value"": 14544.51, ""shares"": 69}}"
20aac1e4-e80a-4673-9e3d-cc3b03eed1c9,74ecabb0-48d9-44b8-b929-1f513bd03fc1,2025-05-24 12:07:00.907465+00,2025-04-22 00:00:00+00,20314.34,96313.26,"{""KO"": {""value"": 19214.0, ""shares"": 260}, ""AXP"": {""value"": 14135.52, ""shares"": 56}, ""BAC"": {""value"": 13565.28, ""shares"": 354}, ""CVX"": {""value"": 19496.6, ""shares"": 142}, ""AAPL"": {""value"": 9587.52, ""shares"": 48}}"
bebd2432-2544-4afd-88f8-24c8f3008483,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:06:48.668399+00,2025-05-09 00:00:00+00,92770.84,97469.02,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 4836.67, ""shares"": 17}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": -138.49, ""shares"": -1}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
c509ecd9-9664-4d9b-93b5-97a45a50002b,74ecabb0-48d9-44b8-b929-1f513bd03fc1,2025-05-24 12:05:53.28958+00,2025-04-21 00:00:00+00,33806.04,94633.51,"{""KO"": {""value"": 18920.2, ""shares"": 260}, ""AXP"": {""value"": 9457.89, ""shares"": 39}, ""BAC"": {""value"": 8823.88, ""shares"": 239}, ""CVX"": {""value"": 18989.66, ""shares"": 142}, ""AAPL"": {""value"": 4635.84, ""shares"": 24}}"
300635c1-df92-4520-97d9-bd6c1ceb8d12,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:05:32.609167+00,2025-05-08 00:00:00+00,73424.16,97398.22,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": 24111.1, ""shares"": 85}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": -137.04, ""shares"": -1}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
ddf8ed02-18a5-4f0f-951b-724bc84b23ca,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:04:28.52274+00,2025-05-07 00:00:00+00,92910.12,97327.83,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": -276.24, ""shares"": -1}, ""BAC"": {""value"": 4829.74, ""shares"": 118}, ""CVX"": {""value"": -135.79, ""shares"": -1}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
e708e7c1-6666-4f61-8f43-8d534fc7145d,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:03:23.594699+00,2025-05-06 00:00:00+00,92910.12,97318.27,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": -275.37, ""shares"": -1}, ""BAC"": {""value"": 4819.12, ""shares"": 118}, ""CVX"": {""value"": -135.6, ""shares"": -1}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
781d0b68-fb1a-429a-a66d-3ce3c4759cf1,53e65789-4850-45fb-926a-875a9b2d6782,2025-05-24 12:02:45.4698+00,2025-05-21 00:00:00+00,65056.09,103036.81,"{""KO"": {""value"": 5101.35, ""shares"": 71}, ""AXP"": {""value"": 10296.0, ""shares"": 36}, ""BAC"": {""value"": 7093.0, ""shares"": 164}, ""CVX"": {""value"": 10438.12, ""shares"": 77}, ""AAPL"": {""value"": 5052.25, ""shares"": 25}}"
7d4195a1-4dce-4e17-960f-a938fe871c13,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:02:18.154416+00,2025-05-05 00:00:00+00,88145.88,97357.87,"{""KO"": {""value"": 0.0, ""shares"": 0}, ""AXP"": {""value"": -278.03, ""shares"": -1}, ""BAC"": {""value"": 4852.16, ""shares"": 118}, ""CVX"": {""value"": -135.5, ""shares"": -1}, ""AAPL"": {""value"": 4773.36, ""shares"": 24}}"
bcc0e528-3a93-47db-8a76-f18f4e385d0f,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 12:01:16.441899+00,2025-05-02 00:00:00+00,59959.20,97929.17,"{""KO"": {""value"": 4872.2, ""shares"": 68}, ""AXP"": {""value"": -276.85, ""shares"": -1}, ""BAC"": {""value"": 14620.92, ""shares"": 356}, ""CVX"": {""value"": -138.5, ""shares"": -1}, ""AAPL"": {""value"": 18892.2, ""shares"": 92}}"
ea9ee120-41db-4e89-9ea7-115d6398ff1b,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:59:12.601217+00,2025-05-01 00:00:00+00,59572.88,98431.32,"{""KO"": {""value"": 9695.44, ""shares"": 136}, ""AXP"": {""value"": -268.54, ""shares"": -1}, ""BAC"": {""value"": 4900.74, ""shares"": 122}, ""CVX"": {""value"": 4905.36, ""shares"": 36}, ""AAPL"": {""value"": 19625.44, ""shares"": 92}}"
e8cc08d4-48cf-4422-9f69-5afc74cbcc6d,53e65789-4850-45fb-926a-875a9b2d6782,2025-05-24 11:59:11.011656+00,2025-05-20 00:00:00+00,65627.86,103862.02,"{""KO"": {""value"": 5161.68, ""shares"": 72}, ""AXP"": {""value"": 10365.95, ""shares"": 35}, ""BAC"": {""value"": 7239.78, ""shares"": 162}, ""CVX"": {""value"": 10295.25, ""shares"": 75}, ""AAPL"": {""value"": 5171.5, ""shares"": 25}}"
86fca100-34f9-46f7-a6e4-82e3c9321ad8,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:57:05.93558+00,2025-04-30 00:00:00+00,54587.18,98479.01,"{""KO"": {""value"": 9866.8, ""shares"": 136}, ""AXP"": {""value"": -266.41, ""shares"": -1}, ""BAC"": {""value"": 4945.12, ""shares"": 124}, ""CVX"": {""value"": 9796.32, ""shares"": 72}, ""AAPL"": {""value"": 19550.0, ""shares"": 92}}"
fb1f64aa-d4b3-4ab2-ac8a-9ce50f424861,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:55:01.421341+00,2025-04-29 00:00:00+00,64508.90,98489.23,"{""KO"": {""value"": 9839.6, ""shares"": 136}, ""AXP"": {""value"": -267.02, ""shares"": -1}, ""BAC"": {""value"": 4958.76, ""shares"": 124}, ""CVX"": {""value"": 4875.5, ""shares"": 35}, ""AAPL"": {""value"": 14573.49, ""shares"": 69}}"
cb1d3f11-29f6-45da-8958-0e86b7346a63,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:53:42.379558+00,2025-04-28 00:00:00+00,79082.39,98417.10,"{""KO"": {""value"": 9763.44, ""shares"": 136}, ""AXP"": {""value"": -264.95, ""shares"": -1}, ""BAC"": {""value"": 4932.72, ""shares"": 124}, ""CVX"": {""value"": 4903.5, ""shares"": 35}, ""AAPL"": {""value"": 0.0, ""shares"": 0}}"
d085fba4-7686-44a6-8407-d428609cd626,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:52:21.780144+00,2025-04-25 00:00:00+00,74039.03,98353.81,"{""KO"": {""value"": 9779.76, ""shares"": 136}, ""AXP"": {""value"": -264.81, ""shares"": -1}, ""BAC"": {""value"": 4921.56, ""shares"": 124}, ""CVX"": {""value"": 4855.55, ""shares"": 35}, ""AAPL"": {""value"": 5022.72, ""shares"": 24}}"
6b9a9b6b-2f8d-4cee-b770-fb6cdf612828,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:51:16.694087+00,2025-04-24 00:00:00+00,69508.70,98449.11,"{""KO"": {""value"": 14431.48, ""shares"": 199}, ""AXP"": {""value"": -267.32, ""shares"": -1}, ""BAC"": {""value"": 4907.92, ""shares"": 124}, ""CVX"": {""value"": 4867.45, ""shares"": 35}, ""AAPL"": {""value"": 5000.88, ""shares"": 24}}"
8a01b967-2e91-43fc-9a10-ef5831ac1a57,53e65789-4850-45fb-926a-875a9b2d6782,2025-05-24 11:50:44.688342+00,2025-05-19 00:00:00+00,71255.16,104082.89,"{""KO"": {""value"": 5178.96, ""shares"": 72}, ""AXP"": {""value"": 5088.1, ""shares"": 17}, ""BAC"": {""value"": 7163.2, ""shares"": 160}, ""CVX"": {""value"": 10386.75, ""shares"": 75}, ""AAPL"": {""value"": 5010.72, ""shares"": 24}}"
9c763ec6-e2f6-4b05-bfe5-010a2909f47e,b534f764-819b-4540-bb30-4b3e2d47c0a3,2025-05-24 11:50:12.383134+00,2025-04-23 00:00:00+00,74416.62,98437.38,"{""KO"": {""value"": 14586.7, ""shares"": 199}, ""AXP"": {""value"": -260.14, ""shares"": -1}, ""BAC"": {""value"": 0.0, ""shares"": 0}, ""CVX"": {""value"": 4783.8, ""shares"": 35}, ""AAPL"": {""value"": 4910.4, ""shares"": 24}}"
